CIK,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph,FFI49,FFI30,FFI12
868271,"December 31, 2020",43,0,1,6,0,19,45,29,11
868278,NONE,41,3,0,3,0,18,13,8,10
868671,"December 31, 2020",26,0,1,12,0,18,45,29,11
868780,"December 26, 2020",26,5,1,10,2,42,23,15,2
868857,30-Sep-20,0,1,0,14,0,78,34,22,12
870826,NONE,16,4,0,20,1,9,43,27,9
871763,"December 31, 2020",43,0,0,20,0,107,34,22,12
872589,31-Dec-20,71,18,0,20,2,117,13,8,10
873303,31-Dec-20,30,6,0,19,1,94,13,8,10
873860,12/31/2020,56,0,0,29,0,28,45,29,11
874015,31-Dec-20,3,0,0,5,0,39,13,8,10
874238,"December 31, 2020",11,2,0,13,1,18,18,11,12
874292,30-Sep-20,11,1,0,0,1,9,42,26,9
874396,"December 31, 2020",35,8,0,25,2,106,17,11,3
874499,31-Dec-20,20,3,4,15,0,23,30,19,4
874501,31-Dec-20,76,0,0,32,0,75,46,29,11
874710,NONE,11,2,0,8,0,35,12,8,10
874716,31-Dec-20,50,6,0,21,1,162,13,8,10
874761,31-Dec-20,22,2,0,28,0,147,49,30,12
874766,"December 31, 2020",113,2,0,49,0,218,46,29,11
874866,NONE,14,0,0,7,0,15,46,29,11
874977,31-Dec-20,40,1,0,8,0,42,46,29,11
875045,31-Dec-20,39,4,0,49,0,210,13,8,10
875320,"December 31, 2020",21,10,0,8,9,132,13,8,10
875355,NONE,11,0,0,2,0,3,34,22,12
875357,31-Dec-20,36,1,0,4,0,13,45,29,11
875582,NONE,46,5,0,0,7,119,14,9,5
875657,31-Dec-20,22,8,0,11,3,78,22,14,6
876167,30-Nov-20,20,1,0,19,1,126,36,22,6
876343,31-Dec-20,26,3,1,9,0,88,13,8,10
876378,31-Dec-20,21,1,0,4,0,72,12,8,10
876427,28-Mar,45,3,2,9,1,18,33,22,12
876437,31-Dec-20,100,0,0,27,0,9,46,29,11
876523,"September 30, 2020",46,0,0,15,0,78,43,27,9
876883,31-Dec-20,34,0,2,40,0,76,35,23,6
877212,31-Dec-20,14,4,0,11,1,102,42,26,9
877422,2-Jan-21,26,12,0,27,1,6,48,29,11
877860,31-Dec-20,45,0,0,5,0,0,12,8,10
878526,31-Dec-20,26,6,0,12,1,125,43,27,9
878726,NONE,45,10,0,12,0,21,49,30,11
878932,NONE,11,0,0,0,0,9,48,29,11
879101,31-Dec-20,52,2,0,16,2,51,13,8,10
879169,31-Dec-20,25,5,0,9,2,132,13,8,10
879407,"September 30, 2020",21,2,1,2,0,32,23,15,3
879526,31-Dec-20,52,5,2,13,3,54,32,21,7
879585,31-Dec-20,29,2,0,20,0,137,45,29,11
879635,31-Dec-20,32,1,0,10,1,45,12,8,10
879682,NONE,25,2,4,15,0,116,2,1,1
880117,25-Jun-20,0,0,0,0,0,0,21,13,3
880266,31-Dec-20,31,9,0,25,3,109,12,8,10
880432,NONE,32,6,0,7,5,72,48,29,11
880631,31-Dec-20,0,0,0,0,0,0,22,14,3
880807,NONE,16,1,0,7,0,57,13,8,10
882095,31-Dec-20,32,4,0,13,0,128,13,8,10
882104,"December 31, 2020",13,0,0,9,0,18,18,11,12
882184,"September 30, 2020",2,0,0,6,0,9,12,8,10
882291,NONE,37,8,0,8,6,64,13,8,10
882361,NONE,17,2,0,5,0,33,37,23,6
882508,3-Jan-21,21,10,0,12,8,79,13,8,10
882796,31-Dec-20,26,3,0,8,0,45,38,23,6
882835,"December 31, 2020",13,1,0,7,0,43,48,29,11
883237,"December 31, 2020",8,0,0,11,0,58,36,22,6
883241,31-Oct-20,35,8,0,3,3,115,9,6,3
883569,2-Jan-21,43,11,1,26,4,221,17,11,3
883902,31-Dec-20,46,4,2,23,0,54,41,25,12
883945,"December 31, 2020",13,2,0,6,0,21,45,29,11
883948,"December 31, 2020",47,3,0,12,0,30,12,8,10
883975,NONE,2,2,0,6,0,59,12,8,10
883984,"December 31, 2020",42,12,1,10,0,123,36,22,6
884144,"December 31, 2020",16,1,1,5,0,9,43,27,9
884217,"February 1, 2020",18,8,5,25,4,51,34,22,12
884219,"December 31, 2020",56,0,2,15,0,74,15,30,3
884269,NONE,34,6,0,3,1,35,31,20,8
884614,"SEPTEMBER 30, 2020",32,7,1,13,2,114,12,8,10
884624,"December 31, 2020",42,3,0,6,0,114,3,1,1
884713,2-Jan-21,52,7,4,15,4,71,41,25,12
884887,31-Dec-20,151,5,6,33,1,289,43,27,9
884940,1-Feb-20,37,4,9,15,0,12,43,27,9
885245,30-Jan-21,13,0,0,7,0,15,14,9,5
885462,NONE,3,0,0,1,0,3,44,28,12
885508,31-Dec-20,34,0,0,16,0,30,13,8,10
885590,31-Dec-20,98,18,0,45,5,187,43,27,9
885639,30-Jan-21,36,3,4,18,1,12,11,8,10
885978,31-Dec-20,3,0,0,5,0,0,22,14,6
886128,"October 31, 2020",14,8,2,38,4,91,32,21,7
886136,31-Dec-20,23,0,0,5,0,16,43,27,9
886158,29-Feb-20,37,7,5,16,1,21,13,8,10
886163,31-Dec-20,20,3,2,12,0,33,33,22,12
886206,NONE,0,0,0,0,0,0,21,13,3
886346,2-Jan-21,28,8,0,16,6,120,13,8,10
886744,"December 31, 2020",93,12,0,30,3,91,30,19,4
886835,December 31,23,2,1,35,0,116,48,29,11
886982,31-Dec-20,0,0,0,0,0,0,38,23,6
887226,"June 30, 2020 ",36,3,0,18,2,64,45,29,11
887343,31-Dec-20,36,0,0,7,0,30,44,28,9
887596,29-Dec-20,89,10,7,7,1,126,37,23,6
887730,31-Mar-20,10,9,0,46,1,163,42,26,9
887733,26-Sep-20,22,8,0,9,0,25,48,29,11
887905,31-Dec-20,23,0,0,8,0,6,45,29,11
887919,31-Dec-20,6,0,0,6,0,0,9,6,5
887921,"December 31, 2020",110,7,3,63,0,164,34,22,12
887936,31-Dec-20,18,0,0,15,0,125,48,29,11
888491,"December 31, 2020",36,0,0,11,0,12,22,14,3
889331,"December 26, 2020",30,6,0,16,2,115,45,29,11
889609,31-Dec-20,0,0,0,0,0,0,30,19,4
889900,"December 31, 2020",25,2,0,33,0,57,38,23,6
889971,NONE,18,2,0,19,1,92,45,29,11
890066,NONE,5,1,0,2,1,9,37,23,6
890394,NONE,16,7,0,9,5,28,42,26,9
890447,"December 31, 2020",38,1,0,17,0,105,34,22,12
890564,31-Dec-20,16,0,0,8,0,31,28,17,12
891014,31-Dec-20,2,0,0,0,0,3,42,26,9
891024,25-Apr-20,29,6,2,22,0,32,36,22,6
891103,31-Dec-20,10,0,0,4,0,79,46,29,11
891166,31-Dec-20,21,0,1,13,0,12,13,8,10
891293,31-Dec-20,28,1,2,8,0,50,7,4,12
891482,NONE,8,0,0,13,0,10,49,30,12
891532,NONE,32,0,2,23,0,70,36,22,6
892482,"December 31, 2020",13,0,0,17,0,84,36,23,6
892537,"December 31, 2020",10,3,0,5,1,35,30,19,4
893538,31-Dec-20,5,0,0,20,0,52,17,11,12
893691,3-Jan-21,19,6,1,28,0,87,45,29,11
893847,"December 31, 2020",2,0,0,2,0,9,41,25,12
894081,31-Dec-20,15,0,4,11,0,67,13,8,10
894158,NONE,25,0,0,11,0,66,48,29,11
894315,"December 31, 2020",55,1,0,12,1,21,41,25,12
894405,"December 31, 2020",50,19,0,23,2,66,30,19,4
894627,"December 31, 2020",28,4,0,19,1,113,45,29,11
894671,NONE,1,0,0,0,0,0,13,8,10
895051,"December 31, 2020",17,10,0,7,1,74,30,19,4
895126,31-Dec-20,17,1,0,24,0,34,48,29,11
895417,31-Dec-20,29,0,0,5,0,6,37,23,6
895419,28-Jun-20,25,3,0,16,0,60,48,29,11
895421,31-Dec-20,38,0,0,17,0,162,43,27,9
895447,30-Jan-21,31,14,1,9,2,12,10,7,1
895456,31-Dec-20,8,2,0,10,2,45,37,23,6
895665,NONE,2,0,0,11,0,14,31,20,8
895728,31-Dec-20,37,2,0,21,2,82,9,6,2
896156,NONE,57,4,7,15,3,109,46,29,11
896159,31-Dec-20,38,0,0,13,0,254,11,8,10
896262,"December 31, 2020",51,0,0,44,0,9,13,8,10
896264,2-Jan-21,25,10,0,9,2,153,35,23,6
896429,30-Jun-20,36,7,3,13,2,62,37,23,6
896493,NONE,1,0,0,0,0,6,15,30,3
896622,31-Dec-20,29,5,0,9,2,110,9,6,3
896841,"December 31, 2020",28,6,4,14,1,94,36,22,6
896878,31-Jul-20,27,1,0,3,0,114,21,13,3
897077,31-Dec-20,28,10,0,5,2,120,43,27,9
897429,30-Jan-21,28,9,0,20,2,61,13,8,10
897448,"December 31, 2020",63,9,0,67,2,100,37,23,6
897723,"October 3, 2020",32,24,0,25,8,188,43,27,9
898173,"December 31, 2020",20,2,0,10,1,18,46,29,11
898174,"December 31, 2020",70,0,0,25,0,175,37,23,6
898293,31-Aug-20,14,14,0,21,3,120,13,8,10
898437,"December 31, 2020",40,4,0,11,2,131,49,30,12
898770,30-Jun-20,26,4,0,8,0,12,46,29,11
899051,31-Dec-20,2,0,2,20,0,43,13,8,10
899460,31-Dec-20,34,4,1,22,1,73,48,29,11
899629,"December 31, 2020",43,2,0,16,3,17,48,29,11
899689,31-Dec-20,38,0,7,17,0,30,48,29,11
899715,31-Dec-20,71,2,0,25,2,30,21,13,3
899751,12/31/2020,22,1,0,8,1,106,13,8,10
899866,31-Dec-20,59,12,0,22,4,192,13,8,10
899923,30-Jun-20,18,1,3,16,1,48,42,26,9
900075,"July 31, 2020",13,0,0,15,0,146,44,28,9
901491,27-Dec-20,16,10,0,8,4,154,34,22,12
902791,"December 31, 2020",11,0,2,6,0,3,23,15,2
903129,"December 31, 2020",45,18,2,16,9,163,45,29,11
903419,"December 31, 2020",50,1,0,13,2,53,34,22,6
903651,NONE,1,0,0,0,0,3,48,29,11
906107,"December 31, 2020",44,1,0,7,0,3,18,11,12
906163,12/31/2020,21,0,0,1,0,3,48,29,11
906345,31-Dec-20,35,0,0,10,0,12,45,29,11
906465,"December 31, 2020",52,0,0,9,0,37,7,4,12
906553,31-Dec-20,55,1,1,9,0,20,13,8,10
906709,"December 31, 2020",47,2,1,21,0,76,7,4,12
907242,31-Dec-20,22,0,1,7,0,21,48,29,11
907254,"December 31, 2020",26,0,0,12,0,21,45,29,11
907471,30-Sep-20,56,1,0,22,2,21,13,8,10
907654,NONE,66,3,0,23,2,67,23,15,2
908255,31-Dec-20,26,3,0,29,1,149,48,29,11
908311,31-Dec-20,42,0,0,20,0,27,48,29,11
908315,26-Dec-20,15,0,0,2,0,3,32,21,7
908937,31-Dec-20,22,0,0,12,0,12,48,29,11
909108,"December 31, 2020",19,1,0,8,0,20,36,22,6
909494,31-Dec-20,37,2,0,27,0,122,43,27,9
909832,30-Aug-20,23,4,0,4,3,79,45,29,11
910073,"December 31, 2020",28,2,2,12,1,18,48,29,11
910108,"December 31, 2020",20,5,0,11,2,15,13,8,10
910267,NONE,1,0,0,1,0,6,2,1,1
910329,"December 31, 2020",14,5,0,5,0,73,2,1,1
910406,30-Jun-20,25,12,0,13,2,76,10,7,1
910521,31-Mar-20,68,9,2,10,2,255,48,29,11
910606,"December 31, 2020",19,3,0,15,0,0,21,13,3
910638,31-Dec-20,22,8,3,7,2,47,45,29,11
910679,NONE,6,1,0,4,1,26,7,4,12
911147,December 31,63,1,4,5,1,42,49,30,12
911177,31-Dec-20,42,0,4,13,0,15,13,8,10
911216,NONE,31,0,0,8,0,36,42,26,9
912061,31-Dec-20,12,0,0,3,0,71,35,23,6
912093,27-Jun-20,46,6,0,21,4,101,10,7,1
912463,1-Feb-20,32,7,3,25,5,236,19,12,3
912562,31-Dec-20,10,6,0,9,1,41,48,29,11
912593,31-Dec-20,32,0,1,10,0,6,48,29,11
912595,"December 31, 2020",31,0,0,2,0,6,42,26,9
912603,"August 31, 2020",39,5,0,22,3,107,43,27,9
912615,"January 31, 2020",17,2,3,6,1,116,41,25,12
912728,12/31/2020,19,2,0,11,0,21,33,22,12
912766,"December 31, 2020",44,0,0,19,0,69,17,11,12
912767,"December 26, 2020",2,0,0,1,0,6,37,23,6
913142,"December 31, 2020",9,2,0,10,0,84,46,29,11
913144,31-Dec-20,79,2,0,17,2,142,6,4,1
913277,December 31,24,6,1,14,4,121,48,29,11
913760,"September 30, 2020",22,2,0,1,0,219,37,23,6
914025,28-Mar-20,40,21,0,26,7,213,17,11,3
914122,NONE,12,3,0,7,2,43,37,23,6
914139,NONE,13,0,0,13,0,9,15,30,3
914156,31-Dec-20,17,6,0,10,2,14,13,8,10
914475,"December 31, 2020",30,2,0,13,0,54,34,22,6
914712,NONE,25,28,0,10,10,73,37,23,6
915358,NONE,22,10,0,13,8,92,14,9,5
915389,31-Dec-20,29,5,0,26,1,140,37,23,6
915778,31-Dec-20,9,8,0,10,1,49,49,30,2
915779,NONE,56,6,2,12,5,116,18,11,12
915840,"September 30, 2020",23,0,0,24,0,20,48,29,11
915912,"December 31, 2020",28,0,0,7,0,3,14,9,5
915913,31-Dec-20,20,4,0,11,2,154,28,17,12
916076,"December 31, 2020",31,0,0,23,0,33,43,27,9
916365,26-Dec-20,35,16,0,13,3,30,2,1,1
916540,2-Jan-21,19,7,0,9,2,182,9,6,2
916789,29-Feb-20,19,7,1,15,2,138,45,29,11
916907,"June 30, 2020",25,0,1,11,0,9,28,17,12
917225,NONE,11,0,0,9,0,14,48,29,11
917251,31-Dec-20,29,0,0,8,0,15,48,29,11
917273,31-Dec-20,10,3,0,25,2,84,42,26,9
917470,31-Dec-20,24,4,0,14,2,62,38,23,6
917491,31-Dec-20,21,2,0,14,0,124,12,8,10
917520,31-Dec-20,47,5,2,19,2,189,22,14,6
918251,NONE,1,0,0,5,0,9,17,11,3
918646,"March 31, 2020",22,1,0,15,1,13,42,26,9
918965,30-Jun-20,29,0,0,25,0,70,43,27,9
919012,30-Jan-21,59,6,5,9,3,100,11,8,10
919956,31-Dec-20,84,8,0,15,0,3,45,29,11
920112,31-Dec-20,64,1,0,14,1,34,11,8,10
920148,31-Dec-20,70,10,0,31,4,139,17,11,3
920371,31-Dec-20,23,7,0,8,2,58,45,29,11
920427,"December 31, 2020",21,2,0,12,1,12,13,8,10
920465,31-Dec-20,2,1,0,22,0,6,48,29,11
920522,"December 31, 2020",33,0,0,10,0,9,18,11,12
920760,"November 30, 2020",22,1,0,9,0,10,48,29,11
921082,31-Dec-20,34,0,0,6,0,15,13,8,10
921114,NONE,24,3,1,13,1,92,45,29,11
921183,NONE,3,1,0,3,1,9,13,8,10
921299,"December 31, 2020",30,10,0,44,1,73,45,29,11
921557,31-Dec-20,51,0,0,20,0,6,9,6,3
921582,31-Dec-20,109,0,5,31,0,258,7,4,12
921738,"December 31, 2020",78,2,3,21,0,26,48,29,11
921825,12/31/2020,7,2,0,5,0,15,31,20,8
922224,"December 31, 2020",34,2,1,51,2,23,43,27,9
922358,NONE,3,2,0,36,0,19,38,23,6
922612,NONE,6,0,0,4,0,20,46,29,11
922621,"December 31, 2020",40,0,0,14,0,15,48,29,11
922864,"December 31, 2020",18,0,0,3,0,18,25,16,3
923120,31-Aug-20,15,1,0,17,1,53,45,29,11
923139,"December 31, 2020",34,2,0,16,1,12,41,25,12
923571,31-Dec-20,12,2,0,7,0,3,48,29,11
923796,31-Dec-20,60,0,0,17,0,141,22,14,2
924168,"December 31, 2020",27,17,1,23,1,39,6,4,2
924383,NONE,8,4,0,7,1,98,48,29,11
924717,30-Sep-20,27,3,0,15,2,42,48,29,11
924805,NONE,19,0,0,2,0,47,23,15,3
924822,"December 31, 2020",26,9,0,3,2,53,48,29,11
924901,"December 31, 2020",27,1,0,15,1,15,42,26,9
925528,NONE,18,1,0,17,0,23,13,8,10
925741,NONE,25,1,0,11,0,39,37,23,6
926282,31-Dec-20,16,9,0,13,4,148,36,23,6
926326,31-Dec-20,33,7,0,10,1,89,38,23,6
926423,NONE,24,0,3,12,0,91,13,8,10
926617,NONE,35,2,0,4,0,73,38,23,6
927003,31-Dec-20,18,11,0,8,4,143,11,8,10
927066,"December 31, 2020",72,0,1,22,0,167,42,26,9
927355,NONE,18,14,0,14,4,39,45,29,11
927628,31-Dec-20,73,1,0,31,1,60,42,26,9
927653,31-Mar-20,33,9,0,35,4,54,30,19,4
928022,31-Dec-20,19,2,0,43,2,26,14,9,5
928054,"December 31, 2020",51,12,0,20,8,145,31,20,8
928340,"December 31, 2020",37,1,0,7,0,30,42,26,9
928465,NONE,3,3,0,1,0,3,41,25,12
928658,31-Dec-20,25,6,0,22,0,3,42,26,9
929008,31-Dec-20,25,26,0,21,8,135,7,4,12
929351,31-Mar-20,82,0,0,15,0,411,48,29,11
929545,NONE,26,0,2,13,0,27,36,22,6
929940,30-Jun-20,8,20,0,7,1,60,48,29,11
930236,"December 31, 2020",14,0,1,23,0,26,34,22,12
930420,31-Dec-20,25,0,1,7,0,9,23,15,3
931015,31-Dec-20,28,9,1,8,4,98,22,14,3
931148,"December 31, 2020",17,2,0,21,1,133,19,12,3
931584,31-Dec-20,15,5,0,7,3,28,42,26,9
932696,31-Dec-20,25,17,0,15,9,120,45,29,11
932781,31-Dec-20,62,3,0,16,0,28,23,15,2
933034,28-Jun-20,21,4,0,21,2,46,34,22,12
933036,31-Dec-20,34,4,4,9,1,16,45,29,11
933136,"December 31, 2020",28,0,0,10,0,9,34,22,12
933738,NONE,19,0,0,10,0,54,21,13,3
933974,30-Sep-20,14,6,0,11,2,63,48,29,11
934549,NONE,3,0,0,3,0,16,44,28,9
935419,30-Sep-20,41,3,2,5,0,21,36,22,6
935494,31-Dec-20,23,4,0,10,2,114,43,27,9
935703,"January 30, 2021",55,10,0,10,2,20,31,20,8
936340,"December 31, 2020",47,3,0,36,0,10,37,23,6
936395,31-Oct-20,61,28,0,45,13,215,26,30,3
936468,31-Dec-20,30,12,0,22,6,250,45,29,11
936528,30-Sep-20,19,0,0,5,0,9,34,22,6
937098,31-Dec-20,41,0,2,17,0,6,12,8,10
937556,2-Jan-21,31,3,0,22,1,138,13,8,10
939767,"January 1, 2021",55,10,0,12,1,96,42,26,9
939930,"March 31, 2020",29,9,0,12,3,127,41,25,12
940942,"December 31, 2020",16,11,1,9,8,66,44,28,9
940944,31-May-20,76,10,8,15,0,36,42,26,9
942126,NONE,4,1,1,5,1,27,48,29,11
943034,31-Dec-20,16,5,0,5,4,76,10,7,1
943184,NONE,0,0,0,1,0,21,25,16,3
943452,31-Dec-20,30,11,0,11,7,170,30,19,4
943861,NONE,15,0,0,8,0,43,37,23,6
944075,NONE,15,0,1,11,0,29,34,22,12
944148,"December 31, 2020",6,1,0,5,2,18,48,29,11
944314,"December 31, 2020",15,0,0,10,0,28,34,22,12
944480,NONE,2,0,0,1,0,6,46,29,11
944695,"December 31, 2020",6,0,0,16,0,65,45,29,11
944745,"December 31, 2020",20,0,0,3,0,21,11,8,10
944809,31-Dec-20,52,4,0,30,4,136,42,26,9
945114,"December 31, 2020",0,12,0,4,6,43,48,29,11
945394,31-Dec-20,81,0,2,9,0,24,30,19,4
945764,"December 31, 2020",20,0,0,33,0,12,42,26,9
945841,31-Dec-20,29,6,0,7,0,67,42,26,9
945983,NONE,7,0,0,5,0,29,9,6,3
946454,NONE,26,2,4,6,2,56,12,8,10
946563,NONE,4,1,0,0,0,12,36,22,6
946581,"March 31, 2020",27,1,0,11,0,58,13,8,10
946644,NONE,37,0,1,0,0,57,45,29,11
946647,31-Dec-20,23,0,0,7,0,27,45,29,11
946673,"DECEMBER 31, 2020",54,1,1,21,1,18,46,29,11
947484,31-Dec-20,39,0,0,24,0,116,45,29,11
947559,"December 31, 2020",29,3,0,5,2,26,36,22,6
948708,31-Dec-20,13,0,0,5,0,31,30,19,4
949039,"December 31, 2020",32,3,0,24,2,125,19,12,3
949157,31-Dec-20,22,4,0,17,1,95,13,8,10
949858,NONE,15,4,0,15,0,34,4,2,1
949870,"December 26, 2020",15,8,0,24,0,42,45,29,11
949961,NONE,3,0,0,0,0,6,45,29,11
1000045,NONE,16,0,0,10,0,15,45,29,11
1000209,"December 31, 2020",33,0,3,5,0,22,42,26,9
1000228,26-Dec-20,0,0,0,0,0,0,30,19,4
1000229,31-Dec-20,21,3,1,18,1,132,45,29,11
1000298,NONE,9,0,2,24,0,14,39,24,3
1000623,31-Dec-20,26,8,0,12,2,145,37,23,6
1000683,NONE,13,2,2,17,0,18,13,8,10
1000694,31-Dec-20,61,4,1,8,1,155,38,23,6
1000697,31-Dec-20,0,0,0,0,0,0,34,22,12
1000753,31-Dec-20,25,0,1,13,0,3,32,21,7
1001082,31-Dec-20,22,0,0,14,0,39,38,23,6
1001115,30-Sep-20,18,3,0,17,1,59,13,8,10
1001233,"December 31, 2020",43,2,0,17,0,98,9,6,5
1001250,"June 30, 2020",72,14,2,25,9,229,13,8,10
1001316,"December 31, 2020",29,6,0,5,1,78,19,12,3
1001385,"December 31, 2020",16,1,0,2,0,30,28,17,12
1001838,31-Dec-20,21,1,0,8,0,100,21,13,3
1001902,2-Jan-21,0,0,0,0,0,0,35,23,6
1002047,"April 24, 2020",37,11,0,16,3,143,37,23,6
1002135,NONE,20,5,0,11,3,27,36,22,6
1002517,30-Sep-20,14,0,0,16,0,115,43,27,9
1002590,"September 30, 2020",21,2,0,11,0,27,36,22,6
1002638,30-Jun-20,65,8,0,45,3,194,31,20,8
1002910,31-Dec-20,64,6,0,35,2,87,42,26,9
1003078,29-Aug,35,14,0,7,2,18,48,29,11
1003201,31-Dec-20,17,2,0,15,0,3,48,29,11
1004434,31-Dec-20,8,0,0,20,0,71,45,29,11
1004702,31-Dec-20,34,0,0,21,0,11,48,29,11
1004724,NONE,37,0,0,11,0,30,31,20,8
1004980,31-Dec-20,28,1,0,37,1,26,34,22,12
1004989,NONE,13,0,2,10,0,153,43,27,9
1005210,26-Sep-20,18,5,0,11,1,41,21,13,3
1005229,31-Mar-20,14,2,0,17,4,91,37,23,6
1005284,31-Dec-20,14,5,0,6,3,45,2,1,1
1005286,31-May-20,18,9,0,15,2,55,34,22,6
1005757,"December 31, 2020",7,2,0,10,1,105,45,29,11
1005817,"December 31, 2020",36,0,0,12,0,9,12,8,10
1006045,NONE,26,6,0,11,4,111,32,21,7
1006269,31-Dec-20,12,1,0,21,0,160,13,8,10
1006281,"December 31, 2020",11,0,0,10,0,54,30,19,4
1006655,NONE,12,0,0,10,0,41,17,11,3
1006837,31-Dec-20,46,2,0,22,0,73,42,26,9
1007019,NONE,11,5,0,10,3,26,45,29,11
1007273,NONE,12,0,0,3,0,3,32,21,7
1007587,"December 31, 2020",22,4,0,18,2,172,36,23,6
1008586,NONE,5,0,0,5,0,14,15,30,3
1008654,26-Dec-20,40,5,0,8,1,118,13,8,10
1008848,"December 31, 2020",13,2,0,38,0,61,17,11,3
1009672,NONE,17,2,0,12,0,97,21,13,3
1009759,NONE,30,4,3,22,1,110,6,4,1
1009829,31-Dec-20,24,4,0,16,0,67,24,16,3
1009891,NONE,21,4,0,10,0,18,13,8,10
1010086,31-Dec-20,15,5,0,3,0,72,45,29,11
1010470,NONE,0,0,0,0,0,0,34,22,6
1010612,"December 31, 2020",13,1,0,2,0,111,34,22,6
1011432,NONE,33,2,2,13,1,25,27,17,12
1011509,NONE,13,0,0,11,0,12,39,24,3
1011570,"December 31, 2020",32,12,1,14,6,93,43,27,9
1012019,31-Dec-20,26,2,0,7,0,3,15,30,3
1012100,"December 31, 2020",23,19,0,19,3,237,13,8,10
1012477,"December 31, 2020",15,1,0,13,1,70,46,29,11
1012771,"December 31, 2020",21,0,0,13,0,5,36,22,6
1013237,31-Aug-20,19,0,0,23,0,107,45,29,11
1013272,December 31,15,0,0,11,0,9,36,22,6
1013462,31-Dec-20,40,1,0,13,0,130,44,28,9
1013488,29-Dec-20,72,11,1,10,0,12,7,4,12
1013706,NONE,11,1,0,4,1,27,36,22,6
1013857,"December 31, 2020",19,0,0,7,0,71,31,20,8
1013871,"December 31, 2020",37,2,0,20,2,42,34,22,12
1013880,"December 31, 2020",24,0,0,17,0,112,33,22,12
1013934,31-Dec-20,30,0,0,15,0,76,36,22,6
1014473,31-Dec-20,17,0,0,2,0,124,11,8,10
1014739,"December 31, 2020",15,2,0,18,0,9,17,11,3
1015155,NONE,24,10,0,2,5,81,45,29,11
1015328,31-Dec-20,56,1,0,16,1,24,36,22,6
1015739,NONE,10,0,0,4,0,37,13,8,10
1016169,31-Dec-20,11,3,0,18,0,54,45,29,11
1016178,3/31/2020,33,0,0,16,0,15,33,22,9
1016281,"December 31, 2020",29,0,0,2,0,6,35,23,6
1017303,31-Dec-20,6,1,2,7,1,6,43,27,9
1017480,"February 1, 2020",25,4,4,15,1,47,13,8,10
1017491,NONE,5,0,0,4,0,23,7,4,12
1017673,NONE,0,0,0,0,0,0,34,22,12
1018164,31-Dec-20,21,0,5,12,0,76,45,29,11
1018399,"December 31, 2020",27,2,1,12,1,18,43,27,9
1018724,31-Dec-20,19,7,0,6,1,100,43,27,9
1018840,30-Jan-21,120,15,1,12,8,276,19,12,3
1018963,"December 31, 2020",34,3,1,34,0,102,46,29,11
1018979,"DECEMBER 31, 2020",6,0,1,5,0,9,38,23,6
1019034,NONE,13,5,0,3,0,56,36,22,6
1019671,NONE,10,2,0,22,2,75,13,8,10
1020214,"December 31, 2020",55,14,4,41,1,91,48,29,11
1020569,"December 31, 2020",39,0,1,22,0,175,42,26,9
1020710,"December 31, 2020",32,16,0,10,4,35,42,26,9
1020859,1-Aug-20,39,14,0,33,1,39,24,16,3
1021162,31-Mar-20,26,9,2,24,4,56,9,6,5
1021561,31-Dec-20,5,0,0,0,0,16,35,23,6
1021604,NONE,9,1,0,5,0,57,31,20,8
1021635,31-Dec-20,48,2,0,43,1,63,21,13,3
1021860,31-Dec-20,17,13,0,11,4,100,11,8,10
1022079,31-Dec-20,81,3,1,19,1,23,42,26,9
1022321,"December 31, 2020",0,1,0,15,1,60,42,26,9
1022408,31-Mar-20,5,1,0,2,0,6,30,19,4
1022646,NONE,6,1,0,18,0,38,37,23,6
1022652,31-Dec-20,16,5,0,10,4,156,19,12,3
1022671,31-Dec-20,16,4,0,2,1,54,13,8,10
1023024,"December 31, 2020",13,3,0,12,2,35,43,27,9
1023128,31-Dec-20,4,2,1,8,0,0,34,22,12
1023313,31-Dec-20,19,0,0,14,0,41,36,22,6
1023364,NONE,0,1,3,15,0,25,36,22,6
1023459,31-Aug-20,6,1,0,7,1,55,32,21,7
1023731,31-Mar-20,25,1,0,15,0,115,9,6,5
1024305,30-Jun-20,63,21,3,27,5,159,22,14,3
1024478,30-Sep-20,18,10,0,10,5,150,23,15,2
1024725,31-Dec-20,43,24,4,59,10,299,17,11,3
1024795,2-Jan-21,20,6,3,15,1,147,48,29,11
1025378,"December 31, 2020",39,0,0,10,0,76,45,29,11
1025835,12/31/2020,20,0,0,8,0,30,48,29,11
1025996,31-Dec-20,57,1,0,18,1,23,15,30,3
1026655,31-Dec-20,0,0,0,0,0,0,12,8,10
1027838,"December 31, 2020",25,2,0,18,0,44,13,8,10
1029142,"December 31, 2020",59,4,0,24,1,99,45,29,11
1029199,31-Dec-20,31,2,0,12,1,234,36,22,6
1029744,NONE,6,0,0,10,0,57,48,29,11
1029800,31-Oct-20,5,0,0,2,0,0,45,29,11
1030469,31-Dec-20,1,1,0,12,1,54,34,22,12
1031029,31-Dec-20,15,2,0,6,1,112,43,27,9
1031203,31-Dec-20,40,1,2,11,0,50,48,29,11
1031235,NONE,28,4,0,4,3,24,31,20,8
1031296,31-Dec-20,45,4,0,38,2,39,48,29,11
1031316,31-Dec-20,18,2,0,12,1,26,25,16,3
1031623,31-Dec-20,50,1,0,32,0,67,45,29,11
1032033,"December 31, 2020",63,0,0,48,0,3,31,20,8
1032208,31-Dec-20,27,3,0,36,1,82,34,22,12
