CIK,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph,FFI49,FFI30,FFI12
1408534,"December 31, 2020",47,0,0,5,0,9,48,29,11
1408710,26-Jun-20,0,0,0,0,0,0,13,8,10
1409171,"JANUARY 31, 2021",25,2,0,7,2,100,37,23,6
1409269,NONE,43,8,1,37,4,155,36,22,6
1409375,NONE,52,5,0,31,0,27,7,4,12
1409493,31-Dec-20,76,1,0,14,0,37,31,20,8
1410098,31-Dec-20,11,4,0,11,1,46,13,8,10
1410172,NONE,8,2,0,6,1,12,23,15,2
1410384,31-Dec-20,58,0,0,33,0,118,48,29,11
1410428,NONE,70,3,3,8,0,74,48,29,11
1410636,31-Dec-20,50,2,0,28,1,27,7,4,12
1410939,"December 31, 2020",78,10,1,34,2,77,43,27,9
1411207,"December 31, 2020",20,9,2,19,8,83,12,8,10
1411342,31-Dec-20,69,0,0,19,0,49,13,8,10
1411494,"DECEMBER 31, 2020",43,3,1,19,3,145,46,29,11
1411579,"December 31, 2020",93,0,5,29,0,92,36,22,6
1411688,NONE,66,3,9,12,1,56,45,29,11
1411690,31-Dec-20,29,3,0,17,0,94,45,29,11
1411906,"December 31, 2020",53,0,0,4,0,67,43,27,9
1412100,"December 31, 2020",17,0,0,20,0,90,5,3,1
1412408,31-Jan-21,31,1,0,7,0,26,37,23,6
1412665,31-Dec-20,85,0,0,17,0,51,45,29,11
1412707,31-Dec-20,50,0,0,7,0,23,8,5,1
1413263,NONE,0,1,0,0,0,0,30,19,4
1413329,31-Dec-20,25,9,0,23,1,160,49,30,11
1413447,31-Dec-20,18,7,0,11,1,118,37,23,6
1413837,"December 31, 2020",10,0,0,11,0,15,21,13,3
1413898,December 31,22,2,0,8,2,9,49,30,11
1414475,31-Dec-20,15,1,0,19,1,44,36,22,6
1414932,NONE,25,2,0,11,1,22,36,22,6
1415404,31-Dec-20,15,1,0,6,0,111,48,29,11
1417398,30-Sep-20,72,7,2,21,4,188,2,1,1
1418076,NONE,41,3,0,13,1,66,32,21,7
1418091,31-Dec-20,38,0,0,10,0,106,49,30,12
1418100,30-Sep-20,33,7,0,29,8,211,45,29,11
1418121,31-Dec-20,59,1,1,10,0,20,13,8,10
1418135,31-Dec-20,42,9,0,12,1,80,37,23,6
1418819,"December 31, 2020",17,1,0,4,1,232,37,23,6
1419242,31-Dec-20,6,2,0,19,2,26,13,8,10
1419536,31-Dec-20,38,0,1,7,0,36,13,8,10
1419600,31-Dec-20,39,2,0,37,1,57,21,13,3
1419612,31-Dec-20,24,3,0,18,1,67,39,24,3
1420520,NONE,1,0,0,0,0,0,28,17,12
1420565,NONE,25,2,0,15,0,35,21,13,3
1420720,NONE,2,0,0,0,0,3,13,8,10
1420800,31-Dec-20,31,4,1,13,1,138,13,8,10
1421182,31-Dec-20,29,1,6,19,0,30,49,30,11
1421461,"December 31, 2020",29,1,0,9,1,87,41,25,12
1421517,"December 31, 2020",28,0,0,11,0,124,17,11,3
1422142,NONE,47,1,1,33,0,43,48,29,11
1422143,"December 31, 2020",31,2,0,9,1,71,36,22,6
1422183,NONE,40,0,0,14,0,36,45,29,11
1422892,NONE,6,1,0,1,0,36,31,20,8
1423221,31-Oct-20,34,1,2,3,0,67,9,6,2
1423689,31-Dec-20,11,0,0,7,0,15,23,15,2
1423774,31-Jan-21,52,1,0,9,0,123,14,9,5
1423869,31-Dec-20,55,4,0,12,4,28,12,8,10
1423902,31-Dec-20,15,1,0,19,1,44,13,8,10
1424929,"January 1, 2021",12,13,0,4,4,167,13,8,10
1425287,31-Dec-20,10,4,0,11,2,28,41,25,12
1425292,31-Dec-20,16,3,0,17,1,71,12,8,10
1425450,"December 31, 2020",28,10,0,19,0,222,13,8,10
1426332,NONE,48,5,0,23,2,94,48,29,11
1426800,31-Dec-20,18,2,0,10,0,45,36,22,6
1426945,"December 31, 2020",10,11,0,5,5,39,13,8,10
1427570,NONE,18,1,1,21,1,97,34,22,12
1427925,"December 31, 2020",19,4,0,24,0,38,13,8,10
1428205,31-Dec-20,13,0,0,10,0,8,13,8,10
1428336,31-Jan-21,30,0,0,6,0,3,33,22,12
1428522,"December 31, 2020",12,2,0,29,1,80,13,8,10
1428875,December 31,24,1,0,14,1,55,45,29,11
1429260,"December 31, 2020",17,3,1,14,2,21,45,29,11
1429560,"December 31, 2020",26,4,0,14,0,35,36,22,6
1429764,NONE,4,1,0,11,1,69,30,19,4
1430306,NONE,8,1,0,6,1,6,12,8,10
1430723,31-Dec-20,23,0,0,2,0,30,48,29,11
1431567,"December 31, 2020",32,0,0,11,0,24,21,13,3
1431959,31-Dec-20,14,0,0,5,0,16,36,22,6
1433195,31-Dec-20,39,0,0,8,0,37,13,8,10
1433270,31-Dec-20,16,2,0,23,0,25,13,8,10
1433607,NONE,19,0,0,11,0,68,38,23,6
1433642,31-Mar-20,20,0,0,11,0,120,33,22,12
1433660,31-Dec-20,25,8,1,13,2,148,45,29,11
1433714,"December 31, 2020",47,0,0,15,0,62,13,8,10
1434316,"December 31, 2020",34,4,0,24,0,60,31,20,8
1434418,31-Dec-20,25,7,1,23,1,43,13,8,10
1434524,NONE,1,0,0,3,0,7,34,22,12
1434588,"December 31, 2020",24,0,0,8,0,20,45,29,11
1434621,31-Dec-20,19,1,0,11,1,27,34,22,12
1434647,NONE,6,0,1,19,0,41,17,11,12
1434728,31-Dec-20,19,1,1,14,0,15,45,29,11
1434868,31-Dec-20,24,4,0,44,1,70,48,29,11
1435064,NONE,10,2,0,3,0,15,32,21,7
1435508,30-Sep-20,16,2,0,10,1,18,34,22,12
1436126,"December 31, 2020",35,4,0,21,0,65,36,22,6
1436208,NONE,0,2,0,5,2,6,13,8,10
1436425,31-Dec-20,21,1,0,17,1,15,30,19,4
1437071,31-Dec-20,60,0,1,5,0,21,33,22,12
1437107,31-Dec-20,44,0,0,23,0,214,45,29,11
1437226,NONE,17,0,0,11,0,88,12,8,10
1437352,31-Dec-20,26,4,0,11,2,183,37,23,6
1437402,31-Dec-20,13,1,1,8,0,49,37,23,6
1437557,NONE,33,0,5,22,0,64,13,8,10
1437578,"December 31, 2020",56,0,5,13,0,60,34,22,6
1437958,31-Dec-20,36,0,0,7,0,18,42,26,9
1438133,"December 31, 2020",47,3,0,16,3,262,21,13,3
1438231,"December 31, 2020",18,7,0,2,2,33,36,22,6
1438423,"December 31, 2020",19,8,0,11,2,37,39,24,3
1438533,31-Dec-20,36,5,1,14,1,42,36,22,6
1438731,NONE,18,1,0,18,0,19,14,9,5
1439095,31-Dec-20,16,14,0,29,8,133,36,22,6
1439288,"March 31, 2020",25,11,1,23,3,115,46,29,11
1439404,"December 31, 2020",30,0,0,8,0,121,48,29,11
1441236,"December 31, 2020",15,2,0,11,0,43,13,8,10
1441683,"December 31, 2020",24,1,0,10,0,168,36,22,6
1441693,NONE,7,2,0,8,0,110,21,13,3
1441816,"January 31, 2021",40,0,0,14,0,208,13,8,10
1442145,31-Dec-20,24,4,0,12,1,96,13,8,10
1442626,"December 31, 2020",31,0,0,16,0,27,12,8,10
1442836,"December 31, 2020",13,2,0,4,0,34,36,22,6
1443646,31-Mar-20,20,3,0,19,0,111,12,8,10
1443669,31-Dec-20,7,3,0,6,0,89,13,8,10
1444192,NONE,7,0,0,36,0,47,13,8,10
1444307,NONE,10,2,0,3,1,42,45,29,11
1444380,"December 31, 2020",33,7,0,15,0,143,11,8,10
1445305,"December 31, 2020",21,1,0,11,1,124,36,22,6
1446159,NONE,0,0,0,2,0,0,36,22,6
1446847,"December 31, 2020",37,5,0,25,2,38,36,22,6
1447028,"December 31, 2020",32,4,1,7,2,76,46,29,11
1447051,31-Dec-20,29,0,1,12,0,9,30,19,4
1447362,"December 31, 2020",46,1,1,3,0,42,22,14,3
1447669,31-Dec-20,25,1,0,14,1,271,30,19,4
1448056,31-Mar-20,17,0,0,10,0,122,37,23,6
1448431,NONE,6,0,0,3,0,43,13,8,10
1448893,"December 31, 2020",39,0,2,11,0,12,13,8,10
1449488,31-Dec-20,18,2,2,14,0,69,13,8,10
1449792,NONE,12,2,0,12,0,46,21,13,3
1451505,"December 31, 2020",16,0,0,17,0,93,48,29,11
1451809,NONE,36,7,0,16,0,94,13,8,10
1453593,NONE,29,2,2,23,0,89,45,29,11
1453687,31-Dec-20,23,2,1,16,0,55,30,19,4
1454789,NONE,19,4,1,9,0,24,36,22,6
1455684,31-Dec-20,25,10,0,21,5,138,33,22,12
1456772,31-Dec-20,60,0,1,11,0,18,12,8,10
1457612,31-Dec-20,17,5,1,12,1,32,34,22,12
1458412,"December 31, 2020",56,2,3,14,4,33,13,8,10
1458891,31-Dec-20,17,1,0,25,1,115,11,8,10
1459200,"December 31, 2020",38,8,0,22,6,140,45,29,11
1459417,31-Dec-20,32,0,0,9,0,56,45,29,11
1459839,31-Dec-20,64,2,1,16,0,120,34,22,12
1460329,31-Dec-20,19,0,0,5,0,48,37,23,6
1460602,31-Dec-20,14,4,0,4,0,57,36,22,6
1461119,"December 31, 2020",31,2,0,13,0,6,30,19,4
1461755,"December 31, 2020",23,1,0,8,1,12,13,8,10
1462120,"December 31, 2020",36,1,0,15,0,19,6,4,2
1462418,31-Dec-20,31,0,1,34,0,26,45,29,11
1463101,31-Dec-20,33,7,0,32,1,91,48,29,11
1463172,31-Dec-20,33,2,0,10,1,152,34,22,12
1463258,31-Dec-20,28,2,0,22,1,61,49,30,11
1463361,31-Dec-20,49,7,2,17,0,67,48,29,11
1463972,31-Dec-20,1,5,0,11,0,47,48,29,11
1464343,NONE,43,2,0,9,2,25,45,29,11
1464423,"December 31, 2020",50,0,0,10,0,12,48,29,11
1464790,31-Dec-20,35,1,0,15,1,79,21,13,3
1464963,NONE,20,2,0,20,2,27,13,8,10
1465128,"December 31, 2020",40,1,0,15,1,40,48,29,11
1465885,31-Dec-20,45,2,0,17,2,43,31,20,8
1466026,31-Dec-20,55,1,0,19,0,28,13,8,10
1466085,"December 31, 2020",20,0,0,9,0,12,36,22,6
1466258,"December 31, 2020",32,5,3,11,5,135,48,29,11
1466301,"December 31, 2020",25,1,0,9,1,125,23,15,2
1466538,31-Dec-20,27,1,0,2,0,133,44,28,12
1466593,"December 31, 2020",23,1,2,22,0,33,11,8,10
1467154,31-Dec-20,45,3,1,16,0,71,36,22,6
1467623,31-Dec-20,30,2,0,17,1,109,13,8,10
1467760,31-Dec-20,27,1,1,9,1,58,22,14,3
1467858,31-Dec-20,32,4,0,16,4,152,32,21,7
1468174,31-Dec-20,94,2,0,17,0,157,13,8,10
1468328,"December 31, 2020",81,1,0,19,0,0,45,29,11
1468666,29-Jan-21,17,1,0,4,0,109,45,29,11
1468748,31-Dec-20,30,7,0,7,3,72,13,8,10
1469367,31-Dec-20,29,6,0,20,0,20,34,22,12
1469372,6/30/2020,30,0,0,8,0,13,46,29,11
1469443,NONE,6,9,0,9,3,72,9,6,2
1470205,31-Dec-20,54,0,0,6,0,37,45,29,11
1471265,31-Dec-20,21,0,0,8,0,12,48,29,11
1472091,NONE,7,0,0,0,0,3,35,23,6
1472595,"December 31, 2020",22,0,0,7,0,125,32,21,7
1472787,"December 31, 2020",0,0,0,9,0,55,48,29,11
1473334,NONE,38,5,0,4,4,144,22,14,3
1473844,"December 31, 2020",28,1,0,4,1,13,34,22,12
1474098,"December 31, 2020",33,0,1,11,0,50,36,22,6
1474432,31-Jan-21,33,6,0,16,1,105,45,29,11
1474439,30-Jun-20,33,6,1,10,1,113,45,29,11
1474464,31-Dec-20,0,0,0,0,0,0,46,29,11
1474735,31-Dec-20,26,10,0,11,7,142,45,29,11
1474903,27-Dec-20,28,2,0,7,0,24,48,29,11
1475115,31-Dec-20,74,0,0,26,0,155,49,30,11
1475348,"December 31, 2020",38,0,0,10,0,12,13,8,10
1475841,31-Dec-20,48,0,0,6,0,18,1,1,1
1475922,31-Dec-20,43,0,0,11,0,29,38,23,6
1476034,"December 31, 2020",29,0,0,8,0,56,36,22,6
1476150,"December 31, 2020",17,2,0,2,1,25,11,8,10
1476765,NONE,36,0,0,19,0,32,13,8,10
1476963,NONE,45,0,0,7,0,43,34,22,12
1477246,NONE,28,7,0,8,1,114,13,8,10
1477294,31-Dec-20,32,10,4,34,5,149,45,29,11
1477333,31-Dec-20,42,0,0,9,0,281,48,29,11
1477449,31-Dec-20,25,1,0,6,0,156,13,8,10
1478069,NONE,24,6,2,16,0,47,13,8,10
1478242,31-Dec-20,21,1,0,12,1,179,42,26,9
1478320,31-Dec-20,62,2,2,9,0,71,48,29,11
1478454,31-Dec-20,24,2,0,11,2,26,48,29,11
1479094,31-Dec-20,27,5,0,7,1,30,43,27,9
1479290,31-Dec-20,76,12,1,17,2,72,12,8,10
1479419,31-Dec-20,41,1,1,23,0,12,13,8,10
1481582,"December 31, 2020",40,11,1,20,3,65,30,19,4
1481832,31-Dec-20,34,0,0,27,0,12,21,13,3
1482512,"December 31, 2020",22,0,0,4,0,29,33,22,12
1483510,30-Jan-21,41,9,3,16,4,52,12,8,10
1484565,NONE,13,0,0,5,0,54,49,30,11
1485003,"December 31, 2020",13,3,1,24,0,70,34,22,12
1486159,31-Dec-20,26,3,0,18,1,81,49,30,11
1486957,"December 31, 2020",18,2,0,16,0,42,37,23,6
1487198,"April 30, 2020",20,0,0,7,0,15,13,8,10
1487371,"December 31, 2020",19,4,0,6,1,46,18,11,12
1487428,NONE,11,2,1,4,1,15,45,29,11
1487712,31-Dec-20,45,2,0,10,0,90,12,8,10
1487918,NONE,24,2,1,20,1,27,22,14,6
1487952,31-Dec-20,14,4,0,19,1,60,14,9,5
1488039,NONE,40,4,0,9,0,29,36,22,6
1488139,"December 31, 2020",16,2,0,13,2,30,49,30,11
1488813,"December 31, 2020",53,2,0,18,2,33,45,29,11
1488917,NONE,22,2,2,6,0,36,36,22,6
1489096,31-Mar-20,21,1,0,14,0,146,36,22,6
1489393,31-Dec-20,20,3,0,20,2,132,48,29,11
1490281,31-Dec-20,80,0,4,15,0,126,13,8,10
1490349,NONE,36,1,0,20,1,102,13,8,10
1490906,"September 30, 2020",46,0,0,12,0,6,34,22,12
1491419,NONE,35,1,0,13,0,123,13,8,10
1491487,NONE,6,0,0,7,0,47,41,25,12
1492298,"December 31, 2020",29,0,0,14,0,12,45,29,11
1492422,31-Dec-20,38,2,1,26,0,35,45,29,11
1492426,"December 31, 2020",56,12,1,34,3,133,13,8,10
1492633,"December 31, 2020",38,8,0,9,2,204,37,23,6
1492674,"December 31, 2020",29,6,0,19,0,74,35,23,6
1492691,"December 31, 2020",25,7,0,13,0,21,36,22,6
1492915,31-Dec-20,23,1,0,3,1,6,42,26,9
1493225,"December 31, 2020",45,1,0,12,0,15,13,8,10
1493566,"December 31, 2020",29,5,0,7,0,51,12,8,10
1493594,"October 2, 2020",13,9,0,17,1,73,46,29,11
1493761,"December 31, 2020",16,7,0,12,3,82,36,22,6
1494259,"December 31, 2020",69,2,0,33,2,126,10,7,1
1494319,"December 31, 2020",19,2,1,15,1,97,47,29,11
1494650,31-Dec-20,35,2,0,25,0,32,48,29,11
1494891,NONE,15,0,0,3,0,36,49,30,11
1494904,31-Dec-20,20,0,0,38,0,24,34,22,6
1495231,31-Dec-20,33,0,0,20,0,55,13,8,10
1495320,"January 30, 2021",53,8,6,12,5,45,13,8,10
1495932,31-Dec-20,13,0,0,5,0,71,48,29,11
1496048,31-Dec-20,24,1,0,16,2,87,45,29,11
1496099,NONE,39,2,0,14,1,60,43,27,9
1496443,NONE,6,0,0,4,0,15,13,8,10
1497253,NONE,18,4,0,5,1,27,41,25,12
1497504,NONE,13,5,0,2,2,37,47,29,11
1497645,"December 31, 2020",78,0,2,18,0,43,45,29,11
1497770,"December 31, 2020",25,0,1,10,0,15,45,29,11
1498301,1-Aug-20,50,7,11,32,0,74,34,22,12
1498382,NONE,11,0,0,6,0,42,32,21,7
1498710,31-Dec-20,75,0,14,27,0,77,34,22,6
1498828,31-Dec-20,60,0,0,19,0,27,48,29,11
1499422,31-Dec-20,19,0,0,9,0,32,45,29,11
1499453,31-Dec-20,34,1,1,12,1,25,9,6,3
1499717,NONE,11,0,1,6,0,38,45,29,11
1499832,31-Dec-20,55,0,0,15,0,18,11,8,10
1499961,NONE,29,5,0,8,6,100,45,29,11
1500217,31-Dec-20,38,1,1,14,1,24,25,16,3
1500375,NONE,1,0,0,0,0,0,13,8,10
1500435,12/31/2020,33,15,0,32,3,149,13,8,10
1501078,NONE,12,2,0,3,2,6,46,29,11
1501134,31-Dec-20,24,3,0,16,0,83,12,8,10
1501570,31-Dec-20,43,1,0,12,1,24,13,8,10
1501585,12/31/2020,26,3,0,10,2,62,45,29,11
1501756,31-Dec-20,36,3,0,8,1,46,43,27,9
1501989,31-Dec-20,44,3,2,18,0,50,49,30,11
1502292,NONE,8,0,0,16,0,15,14,9,5
1503274,"December 31, 2020",22,1,0,5,0,47,36,22,6
1503802,31-Dec-20,0,0,0,0,0,0,30,19,4
1504008,"December 31, 2020",67,1,0,12,1,16,13,8,10
1504461,31-Mar-20,8,0,0,22,0,30,45,29,11
1504619,NONE,18,1,2,13,0,53,13,8,10
1504678,NONE,18,2,4,7,1,72,36,22,6
1505155,12/31/2020,21,2,0,13,0,104,31,20,8
1505413,NONE,8,0,0,11,0,13,36,22,6
1505512,31-Dec-20,20,2,1,16,0,39,12,8,10
1505732,31-Dec-20,34,0,0,7,0,9,12,8,10
1506251,NONE,14,0,0,6,0,12,43,27,9
1506293,31-Dec-20,33,1,0,3,0,136,48,29,11
1506307,"December 31, 2020",40,2,0,19,2,53,34,22,6
1506439,31-Dec-20,13,0,0,6,0,37,22,14,3
1506492,NONE,0,0,0,1,0,0,49,30,11
1506928,NONE,28,2,1,11,1,59,49,30,11
1507079,31-Dec-20,51,17,2,15,2,47,49,30,11
1507385,31-Dec-20,39,1,0,14,1,18,30,19,4
1507605,NONE,4,0,0,11,0,24,13,8,10
1507957,NONE,15,5,0,5,1,32,30,19,4
1508171,NONE,42,3,0,11,1,67,30,19,4
1508655,NONE,9,1,0,9,1,30,48,29,11
1509470,NONE,22,1,1,7,1,41,37,23,6
1509589,31-Dec-20,15,2,0,30,2,32,32,21,7
1509745,NONE,3,1,0,11,0,6,41,25,12
1509991,31-Dec-20,25,2,0,13,0,111,34,22,6
1510295,31-Dec-20,32,1,0,28,0,86,13,8,10
1511337,31-Dec-20,46,1,0,10,0,40,49,30,11
1511737,"June 30, 2020",13,6,0,9,2,82,49,30,11
1512077,NONE,50,5,0,37,1,237,13,8,10
1512499,31-Dec-20,65,1,3,14,0,108,41,25,12
1512673,31-Dec-20,55,2,0,12,1,93,13,8,10
1512762,"December 31, 2020",14,0,1,19,0,63,48,29,11
1512931,NONE,23,2,0,21,2,56,36,22,6
1513363,NONE,35,3,0,10,2,65,19,12,3
1513525,NONE,15,0,0,26,0,39,30,19,4
1513761,"December 31, 2020",94,0,3,12,0,200,45,29,11
1513818,NONE,18,0,1,7,0,51,32,21,7
1514281,"December 31, 2020",79,1,0,26,0,57,21,13,3
1514416,31-Dec-20,19,0,0,9,0,168,13,8,10
1514705,31-Dec-20,20,0,0,18,0,56,36,22,6
1514732,NONE,2,0,0,10,0,85,45,29,11
1514743,NONE,41,0,0,6,0,15,13,8,10
1514991,31-Dec-20,30,0,0,14,0,114,42,26,9
1515156,"December 31, 2020",20,1,0,39,0,20,37,23,6
1515673,"December 31, 2020",29,3,0,17,1,68,48,29,11
1516805,NONE,2,0,0,0,0,12,36,22,6
1516912,31-Dec-20,48,0,0,10,0,19,36,22,6
1517022,"December 31, 2020",31,3,0,39,0,198,48,29,11
1517175,25-Dec-20,12,3,2,11,1,33,45,29,11
1517228,31-Dec-20,25,8,0,26,4,193,14,9,5
1517302,31-Dec-20,13,1,0,12,1,40,45,29,11
1517375,31-Dec-20,24,0,0,4,0,101,17,11,12
1517413,31-Dec-20,29,0,0,22,0,186,30,19,4
1518621,NONE,0,0,0,0,0,0,13,8,10
1518715,31-Dec-20,30,1,0,10,0,15,11,8,10
1519061,"December 31, 2020",29,8,1,20,0,115,13,8,10
1519401,"December 31, 2020",36,0,0,15,0,6,23,15,2
1519751,"December 31, 2020",29,8,0,19,5,85,45,29,11
1520006,"December 31, 2020",24,0,0,19,0,56,13,8,10
1520262,31-Dec-20,31,6,0,27,2,52,30,19,4
1520697,"December 31, 2020",32,3,0,6,0,20,43,27,9
1521036,31-Dec-20,53,12,0,32,8,122,48,29,11
1521332,31-Dec-20,43,15,0,44,9,232,44,28,12
1521951,"December 31, 2020",45,1,0,14,1,48,21,13,3
1522602,NONE,21,1,0,3,0,40,28,17,12
1522727,31-Dec-20,33,1,0,22,0,53,44,28,9
1524025,NONE,38,5,5,22,0,30,42,26,9
1524223,12/31/2020,31,0,0,17,0,33,44,28,9
1524358,31-Dec-20,74,0,8,11,0,107,32,21,7
1524472,31-Dec-20,58,12,0,22,4,156,48,29,11
1524741,31-Dec-20,20,5,0,12,0,64,13,8,10
1524931,27-Dec-20,46,3,2,8,0,9,36,22,6
1525287,31-Dec-20,15,3,0,31,3,56,48,29,11
1525769,31-Jan-21,0,0,0,0,0,0,46,29,11
1525773,"December 31, 2020",24,1,0,24,0,222,48,29,11
1526113,"December 31, 2020",37,1,0,15,0,85,48,29,11
1526119,31-Dec-20,5,1,0,36,0,27,13,8,10
1526520,"December 31, 2020",69,0,4,27,0,165,13,8,10
1527166,"DECEMBER 31, 2020",35,1,0,30,2,261,13,8,10
1527469,"December 31, 2020",39,0,0,18,0,69,30,19,4
1527541,12/31/2020,18,0,0,3,0,6,31,20,8
1527590,31-Dec-20,24,1,0,21,1,28,36,22,6
1527599,31-Dec-20,10,0,1,12,0,29,43,27,9
1527728,NONE,8,0,0,1,0,15,43,27,9
1527753,NONE,21,1,0,10,0,48,42,26,9
1528129,31-Dec-20,19,0,0,24,0,48,48,29,11
1528356,12/31/2020,49,2,0,33,0,75,30,19,4
1528396,31-Jul-20,25,1,0,9,0,137,28,17,12
1528849,30-Jan-21,56,38,1,19,15,165,45,29,11
1528930,"December 26, 2020",24,4,1,11,0,15,10,7,1
1529113,"December 31, 2020",6,5,0,5,2,73,12,8,10
1529377,"December 31, 2020",36,2,0,10,2,72,14,9,5
1529463,31-Dec-20,7,2,0,11,1,25,2,1,1
1529628,31-Dec-20,19,4,0,13,0,43,45,29,11
1529864,"December 31, 2020",26,0,1,9,0,91,43,27,9
1530721,28-Mar-20,78,17,4,20,6,240,30,19,4
1530766,31-Dec-20,20,0,0,4,0,36,13,8,10
1530804,"December 31, 2020",16,6,0,15,0,167,3,1,1
1530950,30-Sep-20,80,13,1,26,2,94,48,29,11
1531031,31-Dec-20,19,1,1,4,2,23,34,22,12
1531152," January 30, 2021",20,3,0,16,1,26,13,8,10
1532286,"DECEMBER 31, 2020",0,3,0,34,0,82,48,29,11
1532346,NONE,25,0,0,6,0,33,30,19,4
1532390,NONE,13,4,0,5,0,32,13,8,10
1532619,NONE,3,1,0,2,0,9,30,19,4
1532961,2-Jan-21,16,0,0,13,0,57,13,8,10
1533040,NONE,5,1,0,2,0,31,17,11,3
1533615,"December 31, 2020",24,1,0,9,1,9,30,19,4
1533924,31-Dec-20,19,0,0,23,0,67,4,2,1
1533998,NONE,7,2,0,13,1,47,44,28,9
1534504,31-Dec-20,64,4,0,39,2,76,36,22,6
1534525,NONE,7,0,0,9,0,23,36,22,6
1534675,NONE,15,5,0,5,1,85,46,29,11
1534701,31-Dec-20,26,2,0,21,0,122,13,8,10
1534708,NONE,15,4,0,7,0,12,30,19,4
1534992,"January 3, 2021",54,7,1,20,0,27,32,21,7
1535379,31-Jan-21,25,0,0,11,0,75,22,14,3
1535527,31-Jan-21,25,3,0,7,0,118,13,8,10
1535929,31-Dec-20,31,0,1,26,0,55,36,22,6
1535955,NONE,1,1,0,0,0,0,45,29,11
1537028,"December 31, 2020",38,1,0,28,0,31,45,29,11
1537054,31-Dec-20,36,7,0,16,0,51,42,26,9
1537435,31-Dec-20,21,3,0,23,3,30,48,29,11
1537917,NONE,24,3,1,12,1,58,45,29,11
1538217,NONE,11,1,0,6,0,16,30,19,4
1538263,NONE,45,0,0,11,0,12,46,29,11
1538716,"December 31, 2020",90,0,0,19,0,60,13,8,10
1538849,"December 31, 2020",27,0,0,16,0,9,36,22,6
1538990,"December 31, 2020",24,1,0,4,1,10,29,18,4
1539638,31-Dec-20,56,4,0,12,4,37,45,29,11
1539838,31-Dec-20,25,2,0,34,0,56,48,29,11
1539894,NONE,10,0,0,20,0,18,41,25,12
1540159,NONE,18,0,0,6,0,21,28,17,12
1540184,"January 31, 2021",31,0,0,9,0,147,49,30,11
1540729,NONE,0,1,0,22,1,105,48,29,11
1541119,"December 31, 2020",32,1,1,9,1,18,36,22,6
1541401,31-Dec-20,48,0,1,21,0,48,44,28,9
1543151,31-Dec-20,63,0,0,34,0,170,48,29,11
1543418,30-Nov-20,8,0,0,4,0,7,12,8,10
1544206,NONE,20,1,0,5,1,33,12,8,10
1544227,"December 31, 2020",26,0,0,17,0,45,36,22,6
1545654,31-Dec-20,26,1,0,16,1,18,48,29,11
1546296,NONE,3,0,0,5,0,20,45,29,11
1546417,"December 27, 2020",88,11,1,11,4,174,34,22,12
1547546,31-Dec-20,48,4,0,12,3,54,13,8,10
1548187,31-Dec-20,13,0,0,20,0,51,11,8,10
1549084,31-Dec-20,8,2,2,13,1,30,12,8,10
1549346,"December 31, 2020",16,0,0,13,0,146,49,30,11
1549966,"December 31, 2020",15,1,0,12,1,36,13,8,10
1550603,30-Sep-20,44,0,1,12,0,15,41,25,12
1550695,12/31/2020,30,0,2,8,0,20,34,22,12
1551152,31-Dec-20,18,7,0,15,4,123,49,30,11
1551306,NONE,26,0,1,12,0,17,42,26,9
1551693,"December 31, 2020",34,6,0,23,5,144,42,26,9
1551901,NONE,41,6,0,8,6,51,43,27,9
1551986,"December 31, 2020",27,4,0,21,0,27,48,29,11
1552000,12/31/2020,15,0,0,29,0,57,48,29,11
1552033,31-Dec-20,56,1,0,8,0,185,47,29,11
1552198,NONE,12,0,0,13,0,20,13,8,10
1552275,31-Dec-20,18,3,0,13,0,23,13,8,10
1552797,31-Dec-20,44,2,0,31,1,56,42,26,9
1552800,"December 31, 2020",59,9,0,19,1,27,48,29,11
1553023,"December 31, 2020",17,5,0,4,2,99,13,8,10
1553079,31-Dec-20,48,0,1,24,0,48,13,8,10
1555074,"December 31, 2020",17,0,0,7,0,52,23,15,2
1555280,31-Dec-20,28,10,0,25,9,251,13,8,10
1556263,"December 31, 2020",17,1,1,11,0,18,34,22,6
1556266,NONE,8,16,0,7,2,26,49,30,11
1556593,31-Dec-20,67,2,0,21,2,55,13,8,10
1557142,December 31,14,6,0,7,2,46,12,8,10
1557746,31-Dec-20,30,3,0,22,1,41,36,22,6
1558583,NONE,1,0,0,2,0,3,36,22,6
1559053,31-Dec-20,13,0,1,11,0,50,21,13,3
1559865,"December 31, 2020",20,0,1,13,0,49,18,11,12
1559909,NONE,26,1,0,17,1,24,13,8,10
1560241,"December 31, 2020",17,4,0,13,0,55,48,29,11
1560258,31-Dec-20,64,11,2,24,0,106,12,8,10
1560327,31-Dec-20,30,0,0,9,0,165,48,29,11
1561550,NONE,16,0,0,13,0,107,45,29,11
1561627,31-Dec-20,25,3,2,9,1,105,18,11,12
1561680,"December 31, 2020",30,3,0,8,1,21,13,8,10
1561743,"December 31, 2020",21,1,0,16,0,55,13,8,10
1561894,31-Dec-20,27,1,0,13,0,93,45,29,11
1561921,NONE,34,6,1,7,2,39,8,5,1
1562401,12/31/2020,39,0,0,3,0,15,13,8,10
1562463,"December 31, 2020",43,1,0,8,0,21,7,4,12
1562476,"December 31, 2020",34,4,0,7,1,26,32,21,7
